"","countyfp","facemask_never","facemask_rarely","facemask_sometimes","facemask_frequently","facemask_always","fips"
"1887","36117",0.001,0.016,0.061,0.132,0.789,36117
"1888","36119",0.025,0.018,0.044,0.115,0.798,36119
"1889","36121",0.001,0.024,0.008,0.107,0.861,36121
"1890","36123",0,0.006,0.023,0.087,0.884,36123
"1891","37001",0.04,0.073,0.126,0.175,0.586,37001
"1892","37003",0.027,0.023,0.103,0.272,0.575,37003
"1893","37005",0.153,0.067,0.067,0.21,0.504,37005
"1894","37007",0.053,0.062,0.08,0.163,0.641,37007
"1895","37009",0.149,0.026,0.083,0.287,0.455,37009
"1896","37011",0.096,0.01,0.212,0.173,0.509,37011
"1897","37013",0.037,0.08,0.041,0.219,0.623,37013
"1898","37015",0.1,0.04,0.064,0.214,0.582,37015
"1899","37017",0.073,0.023,0.076,0.104,0.724,37017
"1900","37019",0.024,0.018,0.036,0.248,0.673,37019
"1901","37021",0.009,0.023,0.044,0.23,0.693,37021
"1902","37023",0.091,0.056,0.124,0.189,0.54,37023
"1903","37025",0.04,0.022,0.092,0.27,0.576,37025
"1904","37027",0.028,0.031,0.072,0.199,0.67,37027
"1905","37029",0.091,0.025,0.121,0.188,0.575,37029
"1906","37031",0.01,0.067,0.167,0.197,0.56,37031
"1907","37033",0.06,0.035,0.199,0.179,0.527,37033
"1908","37035",0.035,0.07,0.13,0.214,0.551,37035
"1909","37037",0.007,0.025,0.063,0.139,0.766,37037
"1910","37039",0.085,0.109,0.101,0.147,0.557,37039
"1911","37041",0.044,0.011,0.152,0.296,0.497,37041
"1912","37043",0.099,0.091,0.095,0.169,0.546,37043
"1913","37045",0.062,0.121,0.094,0.151,0.573,37045
"1914","37047",0.179,0.043,0.113,0.155,0.511,37047
"1915","37049",0.034,0.068,0.212,0.215,0.47,37049
"1916","37051",0.028,0.047,0.1,0.175,0.649,37051
"1917","37053",0.157,0.021,0.131,0.167,0.524,37053
"1918","37055",0.028,0.005,0.102,0.194,0.671,37055
"1919","37057",0.058,0.085,0.169,0.134,0.554,37057
"1920","37059",0.074,0.067,0.037,0.14,0.681,37059
"1921","37061",0.068,0.044,0.143,0.126,0.62,37061
"1922","37063",0.017,0.014,0.033,0.104,0.832,37063
"1923","37065",0.021,0.037,0.055,0.184,0.703,37065
"1924","37067",0.02,0.022,0.068,0.183,0.706,37067
"1925","37069",0.038,0.03,0.061,0.127,0.745,37069
"1926","37071",0.038,0.079,0.054,0.197,0.632,37071
"1927","37073",0.008,0.022,0.19,0.21,0.57,37073
"1928","37075",0.095,0.072,0.096,0.236,0.502,37075
"1929","37077",0.042,0.033,0.082,0.107,0.736,37077
"1930","37079",0.072,0.061,0.127,0.24,0.501,37079
"1931","37081",0.04,0.055,0.117,0.199,0.588,37081
"1932","37083",0.014,0.007,0.068,0.2,0.711,37083
"1933","37085",0.031,0.069,0.06,0.129,0.711,37085
"1934","37087",0.077,0.039,0.03,0.188,0.666,37087
"1935","37089",0.014,0.028,0.042,0.201,0.715,37089
"1936","37091",0.02,0.007,0.06,0.217,0.696,37091
"1937","37093",0.009,0.047,0.092,0.236,0.616,37093
"1938","37095",0.133,0.03,0.08,0.259,0.498,37095
"1939","37097",0.08,0.051,0.106,0.219,0.544,37097
"1940","37099",0.077,0.065,0.067,0.176,0.616,37099
"1941","37101",0.032,0.022,0.113,0.151,0.682,37101
"1942","37103",0.064,0.051,0.208,0.233,0.445,37103
"1943","37105",0.066,0.102,0.081,0.115,0.636,37105
"1944","37107",0.109,0.041,0.112,0.228,0.51,37107
"1945","37109",0.029,0.09,0.084,0.234,0.563,37109
"1946","37111",0.075,0.114,0.105,0.143,0.563,37111
"1947","37113",0.153,0.039,0.085,0.182,0.541,37113
"1948","37115",0.016,0.034,0.08,0.178,0.692,37115
"1949","37117",0.084,0.089,0.071,0.15,0.605,37117
"1950","37119",0.029,0.037,0.075,0.166,0.694,37119
"1951","37121",0.096,0.035,0.146,0.154,0.569,37121
"1952","37123",0.027,0.056,0.078,0.184,0.655,37123
"1953","37125",0.039,0.105,0.041,0.237,0.578,37125
"1954","37127",0.044,0.032,0.038,0.212,0.673,37127
"1955","37129",0.019,0.032,0.032,0.25,0.667,37129
"1956","37131",0.017,0.003,0.067,0.201,0.712,37131
"1957","37133",0.039,0.039,0.159,0.254,0.509,37133
"1958","37135",0.01,0.02,0.028,0.142,0.801,37135
"1959","37137",0.036,0.057,0.181,0.243,0.482,37137
"1960","37139",0.067,0.021,0.11,0.238,0.563,37139
"1961","37141",0.05,0.035,0.142,0.169,0.603,37141
"1962","37143",0.036,0.014,0.154,0.299,0.498,37143
"1963","37145",0.01,0.008,0.07,0.166,0.746,37145
"1964","37147",0.034,0.065,0.085,0.204,0.612,37147
"1965","37149",0.018,0.115,0.105,0.263,0.499,37149
"1966","37151",0.066,0.078,0.105,0.138,0.613,37151
"1967","37153",0.05,0.039,0.145,0.153,0.612,37153
"1968","37155",0.062,0.031,0.116,0.165,0.626,37155
"1969","37157",0.125,0.094,0.124,0.111,0.546,37157
"1970","37159",0.086,0.065,0.131,0.175,0.542,37159
"1971","37161",0.045,0.17,0.098,0.156,0.532,37161
"1972","37163",0.006,0.005,0.084,0.197,0.708,37163
"1973","37165",0.137,0.029,0.178,0.199,0.458,37165
"1974","37167",0.029,0.083,0.097,0.217,0.574,37167
"1975","37169",0.015,0.034,0.116,0.247,0.588,37169
"1976","37171",0.019,0.041,0.1,0.382,0.458,37171
"1977","37173",0.079,0.061,0.086,0.247,0.528,37173
"1978","37175",0.025,0.013,0.047,0.224,0.691,37175
"1979","37177",0.054,0.016,0.103,0.301,0.527,37177
"1980","37179",0.06,0.045,0.067,0.213,0.615,37179
"1981","37181",0.042,0.031,0.137,0.159,0.631,37181
"1982","37183",0.015,0.02,0.07,0.168,0.727,37183
"1983","37185",0.027,0.024,0.105,0.158,0.686,37185
"1984","37187",0.113,0.053,0.057,0.301,0.476,37187
"1985","37189",0.062,0.01,0.072,0.363,0.493,37189
"1986","37191",0.017,0.018,0.09,0.132,0.744,37191
"1987","37193",0.046,0.071,0.164,0.208,0.511,37193
"1988","37195",0.013,0.067,0.081,0.248,0.59,37195
"1989","37197",0.073,0.027,0.08,0.199,0.621,37197
"1990","37199",0.028,0.019,0.063,0.224,0.665,37199
"1991","38001",0.219,0.166,0.189,0.233,0.193,38001
"1992","38003",0.111,0.079,0.137,0.248,0.425,38003
"1993","38005",0.289,0.194,0.118,0.195,0.204,38005
"1994","38007",0.2,0.201,0.137,0.244,0.218,38007
"1995","38009",0.206,0.119,0.142,0.259,0.274,38009
"1996","38011",0.188,0.141,0.146,0.262,0.263,38011
"1997","38013",0.191,0.147,0.151,0.258,0.253,38013
"1998","38015",0.172,0.233,0.091,0.297,0.207,38015
"1999","38017",0.09,0.113,0.142,0.233,0.423,38017
"2000","38019",0.146,0.272,0.165,0.222,0.195,38019
"2001","38021",0.151,0.077,0.227,0.277,0.267,38021
"2002","38023",0.186,0.168,0.163,0.255,0.227,38023
"2003","38025",0.195,0.189,0.125,0.252,0.239,38025
"2004","38027",0.269,0.159,0.117,0.209,0.246,38027
"2005","38029",0.16,0.221,0.094,0.302,0.222,38029
"2006","38031",0.265,0.081,0.081,0.27,0.304,38031
"2007","38033",0.187,0.206,0.149,0.256,0.203,38033
"2008","38035",0.097,0.122,0.222,0.253,0.305,38035
"2009","38037",0.177,0.233,0.125,0.275,0.19,38037
"2010","38039",0.162,0.054,0.197,0.217,0.37,38039
"2011","38041",0.218,0.207,0.15,0.232,0.193,38041
"2012","38043",0.193,0.206,0.074,0.301,0.226,38043
"2013","38045",0.115,0.07,0.193,0.307,0.315,38045
"2014","38047",0.172,0.156,0.104,0.295,0.272,38047
"2015","38049",0.206,0.132,0.124,0.263,0.275,38049
"2016","38051",0.169,0.128,0.136,0.275,0.291,38051
"2017","38053",0.19,0.182,0.142,0.253,0.232,38053
"2018","38055",0.189,0.185,0.107,0.273,0.246,38055
"2019","38057",0.189,0.197,0.111,0.266,0.237,38057
"2020","38059",0.172,0.235,0.096,0.293,0.205,38059
"2021","38061",0.192,0.16,0.134,0.258,0.256,38061
"2022","38063",0.133,0.183,0.193,0.218,0.274,38063
"2023","38065",0.181,0.217,0.102,0.28,0.221,38065
"2024","38067",0.08,0.216,0.202,0.256,0.247,38067
"2025","38069",0.253,0.136,0.12,0.246,0.246,38069
"2026","38071",0.242,0.25,0.138,0.175,0.195,38071
"2027","38073",0.073,0.114,0.223,0.236,0.354,38073
"2028","38075",0.193,0.13,0.141,0.262,0.274,38075
"2029","38077",0.155,0.174,0.189,0.116,0.366,38077
"2030","38079",0.248,0.154,0.135,0.235,0.228,38079
"2031","38081",0.081,0.163,0.249,0.251,0.257,38081
"2032","38083",0.203,0.186,0.091,0.285,0.235,38083
"2033","38085",0.157,0.228,0.108,0.295,0.211,38085
"2034","38087",0.217,0.179,0.142,0.246,0.215,38087
"2035","38089",0.207,0.205,0.129,0.24,0.219,38089
"2036","38091",0.172,0.061,0.302,0.182,0.283,38091
"2037","38093",0.202,0.053,0.076,0.314,0.354,38093
"2038","38095",0.263,0.232,0.127,0.198,0.18,38095
"2039","38097",0.144,0.115,0.205,0.233,0.303,38097
"2040","38099",0.087,0.181,0.208,0.253,0.271,38099
"2041","38101",0.195,0.138,0.127,0.263,0.276,38101
"2042","38103",0.254,0.163,0.083,0.275,0.226,38103
"2043","38105",0.186,0.182,0.155,0.254,0.223,38105
"2044","39001",0.074,0.116,0.149,0.222,0.439,39001
"2045","39003",0.085,0.104,0.114,0.382,0.314,39003
"2046","39005",0.068,0.035,0.268,0.19,0.438,39005
"2047","39007",0.144,0.008,0.099,0.257,0.492,39007
"2048","39009",0.071,0.115,0.164,0.236,0.413,39009
"2049","39011",0.131,0.089,0.153,0.342,0.285,39011
"2050","39013",0.082,0.086,0.118,0.25,0.464,39013
"2051","39015",0.177,0.177,0.101,0.128,0.417,39015
"2052","39017",0.047,0.072,0.106,0.244,0.531,39017
"2053","39019",0.147,0.261,0.052,0.15,0.39,39019
"2054","39021",0.084,0.051,0.274,0.269,0.321,39021
"2055","39023",0.066,0.027,0.19,0.247,0.471,39023
"2056","39025",0.082,0.069,0.074,0.192,0.584,39025
"2057","39027",0.171,0.198,0.071,0.105,0.455,39027
"2058","39029",0.098,0.08,0.115,0.156,0.551,39029
"2059","39031",0.077,0.194,0.294,0.178,0.258,39031
"2060","39033",0.101,0.107,0.126,0.184,0.482,39033
"2061","39035",0.042,0.052,0.084,0.213,0.609,39035
"2062","39037",0.216,0.084,0.15,0.28,0.271,39037
"2063","39039",0.052,0.114,0.152,0.221,0.462,39039
"2064","39041",0.018,0.081,0.084,0.177,0.64,39041
"2065","39043",0.078,0.022,0.091,0.179,0.63,39043
"2066","39045",0.1,0.095,0.135,0.142,0.527,39045
"2067","39047",0.157,0.055,0.328,0.158,0.302,39047
"2068","39049",0.042,0.054,0.09,0.198,0.617,39049
"2069","39051",0.029,0.046,0.318,0.272,0.335,39051
"2070","39053",0.074,0.082,0.203,0.178,0.463,39053
"2071","39055",0.03,0.057,0.064,0.218,0.631,39055
"2072","39057",0.041,0.082,0.095,0.264,0.519,39057
"2073","39059",0.101,0.162,0.137,0.181,0.419,39059
"2074","39061",0.069,0.056,0.102,0.224,0.549,39061
"2075","39063",0.076,0.127,0.122,0.302,0.373,39063
"2076","39065",0.149,0.121,0.134,0.227,0.368,39065
"2077","39067",0.107,0.141,0.153,0.233,0.365,39067
"2078","39069",0.038,0.111,0.189,0.197,0.465,39069
"2079","39071",0.157,0.144,0.068,0.162,0.468,39071
"2080","39073",0.169,0.137,0.21,0.104,0.38,39073
"2081","39075",0.05,0.087,0.134,0.271,0.457,39075
"2082","39077",0.191,0.064,0.204,0.172,0.369,39077
"2083","39079",0.166,0.141,0.247,0.105,0.341,39079
"2084","39081",0.076,0.142,0.152,0.209,0.42,39081
"2085","39083",0.138,0.1,0.065,0.17,0.526,39083
"2086","39085",0.067,0.039,0.104,0.246,0.544,39085
"2087","39087",0.089,0.097,0.185,0.23,0.399,39087
"2088","39089",0.056,0.102,0.176,0.127,0.539,39089
"2089","39091",0.136,0.117,0.314,0.248,0.186,39091
"2090","39093",0.089,0.097,0.099,0.207,0.508,39093
"2091","39095",0.078,0.056,0.111,0.189,0.566,39095
"2092","39097",0.037,0.087,0.167,0.262,0.447,39097
"2093","39099",0.046,0.099,0.099,0.231,0.525,39099
"2094","39101",0.084,0.18,0.115,0.159,0.462,39101
"2095","39103",0.068,0.077,0.125,0.227,0.503,39103
"2096","39105",0.072,0.137,0.182,0.177,0.432,39105
"2097","39107",0.102,0.105,0.245,0.314,0.233,39107
"2098","39109",0.077,0.07,0.19,0.227,0.436,39109
"2099","39111",0.04,0.144,0.139,0.291,0.386,39111
"2100","39113",0.041,0.065,0.065,0.222,0.607,39113
"2101","39115",0.142,0.114,0.153,0.259,0.332,39115
"2102","39117",0.059,0.094,0.075,0.31,0.462,39117
"2103","39119",0.136,0.145,0.121,0.182,0.416,39119
"2104","39121",0.109,0.176,0.139,0.219,0.357,39121
"2105","39123",0.052,0.035,0.084,0.219,0.609,39123
"2106","39125",0.095,0.061,0.24,0.314,0.29,39125
"2107","39127",0.138,0.149,0.214,0.19,0.309,39127
"2108","39129",0.067,0.087,0.092,0.244,0.51,39129
"2109","39131",0.186,0.124,0.124,0.158,0.409,39131
"2110","39133",0.028,0.078,0.126,0.213,0.555,39133
"2111","39135",0.045,0.146,0.186,0.248,0.375,39135
"2112","39137",0.041,0.118,0.253,0.307,0.28,39137
"2113","39139",0.066,0.08,0.213,0.221,0.419,39139
"2114","39141",0.181,0.103,0.101,0.168,0.447,39141
"2115","39143",0.139,0.074,0.109,0.209,0.469,39143
"2116","39145",0.121,0.096,0.242,0.156,0.387,39145
"2117","39147",0.119,0.195,0.243,0.164,0.279,39147
"2118","39149",0.182,0.119,0.216,0.283,0.2,39149
"2119","39151",0.065,0.11,0.102,0.198,0.525,39151
"2120","39153",0.048,0.056,0.125,0.207,0.565,39153
"2121","39155",0.054,0.059,0.121,0.23,0.535,39155
"2122","39157",0.126,0.204,0.116,0.215,0.339,39157
"2123","39159",0.175,0.018,0.099,0.245,0.463,39159
"2124","39161",0.069,0.084,0.223,0.412,0.212,39161
"2125","39163",0.09,0.165,0.218,0.147,0.38,39163
"2126","39165",0.062,0.044,0.085,0.162,0.647,39165
"2127","39167",0.072,0.121,0.142,0.29,0.375,39167
"2128","39169",0.064,0.082,0.144,0.245,0.466,39169
"2129","39171",0.035,0.133,0.199,0.208,0.425,39171
"2130","39173",0.029,0.061,0.086,0.252,0.572,39173
"2131","39175",0.1,0.201,0.138,0.135,0.426,39175
"2132","40001",0.105,0.068,0.258,0.213,0.356,40001
"2133","40003",0.203,0.096,0.188,0.25,0.262,40003
"2134","40005",0.076,0.184,0.111,0.284,0.345,40005
"2135","40007",0.153,0.154,0.085,0.223,0.384,40007
"2136","40009",0.088,0.265,0.187,0.121,0.339,40009
"2137","40011",0.029,0.081,0.244,0.32,0.326,40011
"2138","40013",0.094,0.087,0.125,0.237,0.457,40013
"2139","40015",0.013,0.111,0.194,0.239,0.444,40015
"2140","40017",0.043,0.073,0.103,0.309,0.472,40017
"2141","40019",0.128,0.169,0.138,0.213,0.351,40019
"2142","40021",0.099,0.121,0.212,0.24,0.327,40021
"2143","40023",0.064,0.113,0.119,0.251,0.454,40023
"2144","40025",0.14,0.089,0.153,0.26,0.358,40025
"2145","40027",0.046,0.101,0.079,0.25,0.524,40027
"2146","40029",0.075,0.12,0.105,0.307,0.394,40029
"2147","40031",0.054,0.179,0.127,0.226,0.413,40031
"2148","40033",0.06,0.117,0.102,0.173,0.548,40033
"2149","40035",0.247,0.113,0.236,0.112,0.292,40035
"2150","40037",0.154,0.074,0.145,0.212,0.415,40037
"2151","40039",0.006,0.274,0.413,0.13,0.177,40039
"2152","40041",0.188,0.187,0.202,0.107,0.316,40041
"2153","40043",0.066,0.185,0.286,0.219,0.244,40043
"2154","40045",0.132,0.22,0.135,0.207,0.306,40045
"2155","40047",0.233,0.103,0.127,0.28,0.258,40047
"2156","40049",0.075,0.087,0.157,0.249,0.433,40049
"2157","40051",0.047,0.098,0.185,0.249,0.422,40051
"2158","40053",0.205,0.136,0.145,0.255,0.257,40053
"2159","40055",0.073,0.19,0.148,0.225,0.365,40055
"2160","40057",0.105,0.158,0.16,0.239,0.338,40057
"2161","40059",0.158,0.189,0.118,0.257,0.278,40059
"2162","40061",0.146,0.09,0.203,0.258,0.303,40061
"2163","40063",0.089,0.037,0.146,0.213,0.514,40063
"2164","40065",0.021,0.127,0.148,0.291,0.411,40065
"2165","40067",0.084,0.108,0.163,0.14,0.505,40067
"2166","40069",0.088,0.137,0.157,0.244,0.374,40069
"2167","40071",0.099,0.12,0.135,0.225,0.419,40071
"2168","40073",0.046,0.093,0.05,0.192,0.619,40073
"2169","40075",0.025,0.19,0.131,0.239,0.415,40075
"2170","40077",0.159,0.136,0.184,0.277,0.245,40077
"2171","40079",0.142,0.152,0.156,0.196,0.354,40079
"2172","40081",0.135,0.103,0.204,0.222,0.337,40081
"2173","40083",0.03,0.027,0.114,0.31,0.519,40083
"2174","40085",0.188,0.08,0.103,0.195,0.435,40085
"2175","40087",0.092,0.099,0.068,0.197,0.545,40087
"2176","40089",0.131,0.141,0.117,0.187,0.423,40089
"2177","40091",0.085,0.057,0.265,0.221,0.373,40091
"2178","40093",0.169,0.072,0.212,0.285,0.261,40093
"2179","40095",0.13,0.074,0.114,0.256,0.425,40095
"2180","40097",0.173,0.175,0.213,0.135,0.303,40097
"2181","40099",0.042,0.154,0.247,0.218,0.34,40099
"2182","40101",0.063,0.088,0.262,0.198,0.388,40101
"2183","40103",0.069,0.085,0.1,0.253,0.493,40103
"2184","40105",0.148,0.121,0.164,0.181,0.386,40105
"2185","40107",0.112,0.035,0.241,0.193,0.419,40107
"2186","40109",0.096,0.064,0.097,0.225,0.518,40109
"2187","40111",0.078,0.052,0.204,0.276,0.39,40111
"2188","40113",0.077,0.103,0.23,0.218,0.372,40113
"2189","40115",0.154,0.13,0.229,0.151,0.337,40115
"2190","40117",0.178,0.085,0.159,0.213,0.365,40117
"2191","40119",0.083,0.068,0.129,0.207,0.514,40119
"2192","40121",0.117,0.112,0.153,0.36,0.258,40121
"2193","40123",0.029,0.033,0.102,0.235,0.601,40123
"2194","40125",0.042,0.052,0.278,0.236,0.392,40125
"2195","40127",0.077,0.152,0.122,0.261,0.388,40127
"2196","40129",0.109,0.248,0.192,0.091,0.36,40129
"2197","40131",0.097,0.105,0.164,0.201,0.433,40131
"2198","40133",0.095,0.034,0.225,0.169,0.478,40133
"2199","40135",0.106,0.11,0.209,0.212,0.362,40135
"2200","40137",0.041,0.088,0.21,0.286,0.375,40137
"2201","40139",0.123,0.12,0.102,0.225,0.43,40139
"2202","40141",0.042,0.142,0.11,0.225,0.48,40141
"2203","40143",0.074,0.061,0.141,0.243,0.482,40143
"2204","40145",0.032,0.112,0.175,0.306,0.375,40145
"2205","40147",0.118,0.183,0.162,0.192,0.345,40147
"2206","40149",0.024,0.256,0.243,0.164,0.313,40149
"2207","40151",0.165,0.116,0.166,0.281,0.272,40151
"2208","40153",0.146,0.232,0.145,0.247,0.229,40153
"2209","41001",0.051,0.189,0.179,0.189,0.392,41001
"2210","41003",0.007,0.007,0.059,0.156,0.77,41003
"2211","41005",0.016,0.024,0.071,0.168,0.721,41005
"2212","41007",0.052,0.027,0.051,0.073,0.797,41007
"2213","41009",0.048,0.015,0.158,0.174,0.604,41009
"2214","41011",0.128,0.061,0.136,0.099,0.577,41011
"2215","41013",0.019,0.075,0.027,0.246,0.633,41013
"2216","41015",0.025,0.058,0.1,0.162,0.655,41015
"2217","41017",0.01,0.061,0.014,0.25,0.666,41017
"2218","41019",0.082,0.052,0.116,0.239,0.511,41019
"2219","41021",0.008,0.003,0.049,0.332,0.607,41021
"2220","41023",0.014,0.062,0.132,0.12,0.671,41023
"2221","41025",0.032,0.099,0.114,0.157,0.598,41025
"2222","41027",0.03,0.071,0.127,0.162,0.61,41027
"2223","41029",0.044,0.077,0.075,0.138,0.665,41029
"2224","41031",0.018,0.062,0.012,0.25,0.657,41031
"2225","41033",0.028,0.056,0.072,0.192,0.652,41033
"2226","41035",0.097,0.031,0.062,0.227,0.583,41035
"2227","41037",0.05,0.017,0.127,0.247,0.558,41037
"2228","41039",0.031,0.036,0.077,0.137,0.719,41039
"2229","41041",0.001,0.012,0.047,0.131,0.81,41041
"2230","41043",0.057,0.025,0.096,0.159,0.664,41043
"2231","41045",0.071,0.206,0.213,0.206,0.305,41045
"2232","41047",0.029,0.013,0.053,0.196,0.71,41047
"2233","41049",0.026,0.004,0.083,0.197,0.69,41049
"2234","41051",0.013,0.016,0.054,0.178,0.738,41051
"2235","41053",0.013,0.022,0.078,0.242,0.645,41053
"2236","41055",0.008,0.014,0.046,0.271,0.66,41055
"2237","41057",0.125,0.04,0.092,0.163,0.581,41057
"2238","41059",0.043,0.01,0.081,0.155,0.71,41059
"2239","41061",0.034,0.088,0.086,0.189,0.603,41061
"2240","41063",0.041,0.083,0.146,0.229,0.501,41063
"2241","41065",0.019,0.034,0.069,0.197,0.681,41065
"2242","41067",0.006,0.009,0.059,0.169,0.756,41067
"2243","41069",0.023,0.07,0.049,0.232,0.626,41069
"2244","41071",0.021,0.035,0.072,0.143,0.729,41071
"2245","42001",0.039,0.034,0.083,0.238,0.606,42001
"2246","42003",0.017,0.022,0.035,0.165,0.761,42003
"2247","42005",0.027,0.074,0.159,0.173,0.568,42005
"2248","42007",0.015,0.023,0.1,0.137,0.725,42007
"2249","42009",0.014,0.111,0.1,0.205,0.57,42009
"2250","42011",0.036,0.012,0.06,0.174,0.719,42011
"2251","42013",0.041,0.132,0.083,0.249,0.495,42013
"2252","42015",0.042,0.017,0.051,0.194,0.697,42015
"2253","42017",0.014,0.018,0.032,0.131,0.805,42017
"2254","42019",0.035,0.062,0.062,0.194,0.647,42019
"2255","42021",0.026,0.062,0.153,0.228,0.53,42021
"2256","42023",0.147,0.014,0.048,0.142,0.649,42023
"2257","42025",0.013,0.062,0.015,0.145,0.764,42025
"2258","42027",0.017,0.013,0.076,0.101,0.792,42027
"2259","42029",0.006,0.022,0.038,0.113,0.82,42029
"2260","42031",0.057,0.03,0.152,0.155,0.605,42031
"2261","42033",0.051,0.055,0.176,0.206,0.512,42033
"2262","42035",0.014,0.024,0.077,0.19,0.696,42035
"2263","42037",0.02,0.046,0.05,0.163,0.721,42037
"2264","42039",0.024,0.016,0.136,0.266,0.558,42039
"2265","42041",0.031,0.032,0.183,0.192,0.562,42041
"2266","42043",0.032,0.023,0.258,0.147,0.539,42043
"2267","42045",0.01,0.01,0.044,0.123,0.814,42045
"2268","42047",0.055,0.016,0.084,0.15,0.695,42047
"2269","42049",0.016,0.025,0.057,0.136,0.766,42049
"2270","42051",0.053,0.064,0.144,0.161,0.578,42051
"2271","42053",0.016,0.008,0.158,0.196,0.622,42053
"2272","42055",0.023,0.04,0.082,0.248,0.607,42055
"2273","42057",0.013,0.145,0.053,0.23,0.559,42057
"2274","42059",0.104,0.11,0.187,0.124,0.475,42059
"2275","42061",0.07,0.06,0.155,0.232,0.483,42061
"2276","42063",0.015,0.047,0.066,0.22,0.652,42063
"2277","42065",0.083,0.046,0.142,0.197,0.531,42065
"2278","42067",0.065,0.068,0.093,0.214,0.56,42067
"2279","42069",0.007,0.006,0.039,0.106,0.843,42069
"2280","42071",0.037,0.013,0.054,0.172,0.724,42071
"2281","42073",0.034,0.07,0.093,0.301,0.503,42073
"2282","42075",0.026,0.008,0.062,0.178,0.725,42075
"2283","42077",0.014,0.004,0.053,0.103,0.826,42077
"2284","42079",0.016,0.024,0.045,0.136,0.779,42079
"2285","42081",0.062,0.057,0.06,0.207,0.614,42081
"2286","42083",0.012,0.004,0.03,0.134,0.82,42083
"2287","42085",0.028,0.044,0.094,0.215,0.62,42085
"2288","42087",0.084,0.049,0.129,0.171,0.567,42087
"2289","42089",0.019,0.047,0.052,0.061,0.822,42089
"2290","42091",0.016,0.019,0.044,0.16,0.761,42091
"2291","42093",0.042,0.022,0.079,0.143,0.714,42093
"2292","42095",0.015,0.012,0.034,0.118,0.822,42095
"2293","42097",0.064,0.013,0.078,0.197,0.649,42097
"2294","42099",0.035,0.017,0.1,0.199,0.649,42099
"2295","42101",0.023,0.012,0.051,0.12,0.794,42101
"2296","42103",0.01,0.013,0.036,0.165,0.777,42103
"2297","42105",0.061,0.011,0.061,0.12,0.747,42105
"2298","42107",0.066,0.002,0.048,0.173,0.711,42107
"2299","42109",0.062,0.036,0.104,0.226,0.572,42109
"2300","42111",0.041,0.04,0.188,0.267,0.464,42111
"2301","42113",0.025,0.035,0.038,0.141,0.76,42113
"2302","42115",0.046,0.029,0.038,0.065,0.822,42115
"2303","42117",0.098,0.044,0.111,0.183,0.565,42117
"2304","42119",0.078,0.032,0.103,0.211,0.576,42119
"2305","42121",0.004,0.015,0.115,0.152,0.714,42121
"2306","42123",0.009,0.019,0.114,0.224,0.634,42123
"2307","42125",0.052,0.02,0.045,0.149,0.735,42125
"2308","42127",0.004,0.009,0.08,0.08,0.828,42127
"2309","42129",0.017,0.07,0.069,0.172,0.673,42129
"2310","42131",0.035,0.008,0.049,0.072,0.836,42131
"2311","42133",0.018,0.024,0.091,0.174,0.693,42133
"2312","44001",0.007,0.003,0.02,0.143,0.827,44001
"2313","44003",0.016,0.003,0.05,0.123,0.807,44003
"2314","44005",0.004,0.006,0.046,0.129,0.815,44005
"2315","44007",0.022,0.014,0.05,0.159,0.754,44007
"2316","44009",0.012,0.022,0.034,0.126,0.807,44009
"2317","45001",0.117,0.102,0.243,0.166,0.371,45001
"2318","45003",0.1,0.086,0.116,0.193,0.505,45003
"2319","45005",0.172,0.211,0.012,0.22,0.384,45005
"2320","45007",0.069,0.065,0.138,0.26,0.468,45007
"2321","45009",0.167,0.031,0.053,0.235,0.515,45009
"2322","45011",0.169,0.067,0.035,0.281,0.447,45011
"2323","45013",0.038,0.027,0.055,0.147,0.733,45013
"2324","45015",0.05,0.074,0.107,0.171,0.597,45015
"2325","45017",0.06,0.047,0.129,0.173,0.592,45017
"2326","45019",0.036,0.059,0.062,0.186,0.657,45019
"2327","45021",0.088,0.083,0.121,0.179,0.528,45021
"2328","45023",0.151,0.065,0.055,0.23,0.5,45023
"2329","45025",0.117,0.079,0.148,0.129,0.526,45025
"2330","45027",0.083,0.147,0.128,0.157,0.486,45027
"2331","45029",0.088,0.077,0.094,0.1,0.641,45029
"2332","45031",0.153,0.083,0.114,0.103,0.548,45031
"2333","45033",0.156,0.056,0.188,0.17,0.43,45033
"2334","45035",0.071,0.071,0.123,0.16,0.576,45035
"2335","45037",0.099,0.084,0.083,0.165,0.569,45037
"2336","45039",0.046,0.032,0.046,0.31,0.566,45039
"2337","45041",0.114,0.08,0.133,0.109,0.564,45041
"2338","45043",0.04,0.014,0.079,0.191,0.675,45043
"2339","45045",0.049,0.079,0.153,0.206,0.513,45045
"2340","45047",0.074,0.087,0.226,0.151,0.463,45047
"2341","45049",0.13,0.156,0.025,0.148,0.542,45049
"2342","45051",0.086,0.052,0.081,0.19,0.591,45051
"2343","45053",0.129,0.055,0.056,0.201,0.559,45053
"2344","45055",0.062,0.019,0.114,0.189,0.616,45055
"2345","45057",0.067,0.068,0.048,0.224,0.594,45057
"2346","45059",0.09,0.102,0.164,0.214,0.43,45059
"2347","45061",0.123,0.06,0.154,0.157,0.506,45061
"2348","45063",0.044,0.038,0.129,0.214,0.576,45063
"2349","45065",0.072,0.115,0.106,0.202,0.505,45065
"2350","45067",0.28,0.036,0.182,0.127,0.376,45067
"2351","45069",0.155,0.027,0.153,0.149,0.515,45069
