"","countyfp","facemask_never","facemask_rarely","facemask_sometimes","facemask_frequently","facemask_always","fips"
"956","20135",0.15,0.083,0.199,0.198,0.371,20135
"957","20137",0.161,0.163,0.177,0.225,0.275,20137
"958","20139",0.018,0.09,0.088,0.24,0.564,20139
"959","20141",0.174,0.233,0.163,0.136,0.293,20141
"960","20143",0.131,0.117,0.164,0.191,0.396,20143
"961","20145",0.053,0.096,0.137,0.217,0.497,20145
"962","20147",0.15,0.244,0.126,0.19,0.29,20147
"963","20149",0.012,0.057,0.145,0.236,0.55,20149
"964","20151",0.02,0.183,0.101,0.309,0.387,20151
"965","20153",0.128,0.174,0.209,0.22,0.268,20153
"966","20155",0.135,0.077,0.143,0.191,0.454,20155
"967","20157",0.183,0.073,0.076,0.295,0.373,20157
"968","20159",0.153,0.086,0.11,0.241,0.41,20159
"969","20161",0.03,0.05,0.124,0.261,0.535,20161
"970","20163",0.179,0.22,0.218,0.123,0.26,20163
"971","20165",0.11,0.122,0.182,0.183,0.403,20165
"972","20167",0.16,0.174,0.174,0.157,0.335,20167
"973","20169",0.126,0.133,0.175,0.209,0.357,20169
"974","20171",0.197,0.09,0.19,0.21,0.313,20171
"975","20173",0.06,0.055,0.126,0.26,0.499,20173
"976","20175",0.138,0.14,0.092,0.226,0.403,20175
"977","20177",0.009,0.078,0.095,0.184,0.633,20177
"978","20179",0.231,0.112,0.236,0.154,0.267,20179
"979","20181",0.1,0.27,0.159,0.24,0.231,20181
"980","20183",0.142,0.257,0.088,0.195,0.319,20183
"981","20185",0.041,0.125,0.109,0.252,0.472,20185
"982","20187",0.127,0.098,0.172,0.216,0.388,20187
"983","20189",0.122,0.132,0.112,0.225,0.408,20189
"984","20191",0.104,0.039,0.115,0.298,0.444,20191
"985","20193",0.188,0.157,0.208,0.184,0.263,20193
"986","20195",0.203,0.115,0.256,0.137,0.291,20195
"987","20197",0.011,0.077,0.12,0.201,0.591,20197
"988","20199",0.128,0.21,0.154,0.246,0.262,20199
"989","20201",0.148,0.075,0.111,0.234,0.432,20201
"990","20203",0.173,0.112,0.184,0.219,0.313,20203
"991","20205",0.125,0.148,0.145,0.184,0.398,20205
"992","20207",0.092,0.175,0.171,0.247,0.314,20207
"993","20209",0.025,0.056,0.076,0.178,0.665,20209
"994","21001",0.076,0.115,0.167,0.243,0.399,21001
"995","21003",0.101,0.072,0.097,0.211,0.519,21003
"996","21005",0.062,0.01,0.044,0.483,0.401,21005
"997","21007",0.107,0.033,0.198,0.257,0.404,21007
"998","21009",0.053,0.093,0.09,0.176,0.588,21009
"999","21011",0.076,0.058,0.084,0.339,0.443,21011
"1000","21013",0.146,0.094,0.12,0.199,0.44,21013
"1001","21015",0.08,0.087,0.081,0.232,0.52,21015
"1002","21017",0.024,0.037,0.042,0.129,0.769,21017
"1003","21019",0.084,0.125,0.202,0.235,0.354,21019
"1004","21021",0.092,0.037,0.112,0.161,0.598,21021
"1005","21023",0.056,0.249,0.065,0.238,0.392,21023
"1006","21025",0.114,0.081,0.126,0.241,0.438,21025
"1007","21027",0.023,0.146,0.177,0.138,0.517,21027
"1008","21029",0.037,0.091,0.156,0.181,0.535,21029
"1009","21031",0.066,0.097,0.133,0.17,0.535,21031
"1010","21033",0.059,0.067,0.26,0.177,0.438,21033
"1011","21035",0.066,0.084,0.248,0.17,0.432,21035
"1012","21037",0.073,0.085,0.134,0.278,0.43,21037
"1013","21039",0.104,0.045,0.188,0.236,0.428,21039
"1014","21041",0.155,0.171,0.12,0.208,0.346,21041
"1015","21043",0.069,0.102,0.122,0.324,0.383,21043
"1016","21045",0.164,0.076,0.161,0.154,0.444,21045
"1017","21047",0.06,0.118,0.178,0.279,0.365,21047
"1018","21049",0.083,0.093,0.11,0.233,0.48,21049
"1019","21051",0.153,0.082,0.165,0.16,0.44,21051
"1020","21053",0.096,0.115,0.248,0.165,0.375,21053
"1021","21055",0.121,0.117,0.29,0.153,0.319,21055
"1022","21057",0.067,0.106,0.224,0.229,0.374,21057
"1023","21059",0.055,0.057,0.122,0.236,0.531,21059
"1024","21061",0.055,0.057,0.086,0.179,0.624,21061
"1025","21063",0.117,0.1,0.051,0.289,0.443,21063
"1026","21065",0.082,0.151,0.09,0.275,0.402,21065
"1027","21067",0.031,0.051,0.066,0.202,0.65,21067
"1028","21069",0.068,0.069,0.075,0.287,0.502,21069
"1029","21071",0.131,0.066,0.129,0.134,0.54,21071
"1030","21073",0.088,0.036,0.142,0.214,0.521,21073
"1031","21075",0.1,0.102,0.202,0.217,0.38,21075
"1032","21077",0.076,0.048,0.198,0.211,0.466,21077
"1033","21079",0.077,0.043,0.063,0.276,0.54,21079
"1034","21081",0.047,0.056,0.183,0.106,0.608,21081
"1035","21083",0.103,0.069,0.266,0.222,0.34,21083
"1036","21085",0.043,0.042,0.134,0.154,0.627,21085
"1037","21087",0.063,0.076,0.127,0.247,0.488,21087
"1038","21089",0.092,0.101,0.236,0.228,0.342,21089
"1039","21091",0.019,0.08,0.121,0.235,0.546,21091
"1040","21093",0.057,0.062,0.106,0.217,0.558,21093
"1041","21095",0.076,0.093,0.098,0.126,0.606,21095
"1042","21097",0.073,0.044,0.031,0.047,0.804,21097
"1043","21099",0.053,0.034,0.118,0.185,0.61,21099
"1044","21101",0.072,0.061,0.136,0.229,0.501,21101
"1045","21103",0.093,0.082,0.174,0.254,0.398,21103
"1046","21105",0.097,0.065,0.221,0.202,0.415,21105
"1047","21107",0.04,0.067,0.174,0.217,0.502,21107
"1048","21109",0.183,0.068,0.092,0.235,0.421,21109
"1049","21111",0.036,0.048,0.083,0.23,0.602,21111
"1050","21113",0.022,0.036,0.104,0.21,0.628,21113
"1051","21115",0.102,0.053,0.106,0.127,0.612,21115
"1052","21117",0.052,0.056,0.146,0.245,0.5,21117
"1053","21119",0.157,0.073,0.13,0.142,0.497,21119
"1054","21121",0.187,0.073,0.103,0.165,0.471,21121
"1055","21123",0.074,0.053,0.09,0.213,0.57,21123
"1056","21125",0.201,0.047,0.083,0.152,0.517,21125
"1057","21127",0.155,0.091,0.151,0.125,0.479,21127
"1058","21129",0.129,0.069,0.129,0.273,0.399,21129
"1059","21131",0.094,0.103,0.142,0.174,0.487,21131
"1060","21133",0.078,0.05,0.127,0.122,0.624,21133
"1061","21135",0.057,0.081,0.21,0.296,0.357,21135
"1062","21137",0.172,0.054,0.093,0.172,0.509,21137
"1063","21139",0.08,0.1,0.29,0.191,0.339,21139
"1064","21141",0.099,0.1,0.08,0.198,0.523,21141
"1065","21143",0.052,0.11,0.316,0.138,0.384,21143
"1066","21145",0.085,0.058,0.232,0.255,0.37,21145
"1067","21147",0.096,0.116,0.143,0.203,0.441,21147
"1068","21149",0.081,0.105,0.107,0.249,0.459,21149
"1069","21151",0.088,0.094,0.114,0.233,0.471,21151
"1070","21153",0.107,0.078,0.111,0.164,0.54,21153
"1071","21155",0.046,0.082,0.074,0.144,0.654,21155
"1072","21157",0.061,0.083,0.28,0.18,0.395,21157
"1073","21159",0.108,0.055,0.096,0.104,0.637,21159
"1074","21161",0.056,0.119,0.061,0.284,0.479,21161
"1075","21163",0.018,0.154,0.115,0.154,0.559,21163
"1076","21165",0.161,0.088,0.067,0.215,0.468,21165
"1077","21167",0.047,0.012,0.178,0.195,0.567,21167
"1078","21169",0.048,0.109,0.134,0.222,0.487,21169
"1079","21171",0.082,0.134,0.185,0.15,0.448,21171
"1080","21173",0.03,0.041,0.085,0.392,0.452,21173
"1081","21175",0.133,0.116,0.071,0.182,0.498,21175
"1082","21177",0.035,0.154,0.123,0.2,0.488,21177
"1083","21179",0.033,0.106,0.068,0.244,0.548,21179
"1084","21181",0.023,0.025,0.09,0.271,0.591,21181
"1085","21183",0.064,0.145,0.109,0.19,0.492,21183
"1086","21185",0.025,0.039,0.098,0.278,0.56,21185
"1087","21187",0.091,0.039,0.114,0.198,0.558,21187
"1088","21189",0.121,0.058,0.157,0.282,0.382,21189
"1089","21191",0.035,0.121,0.103,0.129,0.613,21191
"1090","21193",0.123,0.093,0.111,0.171,0.502,21193
"1091","21195",0.096,0.088,0.123,0.148,0.545,21195
"1092","21197",0.112,0.099,0.102,0.232,0.455,21197
"1093","21199",0.13,0.123,0.096,0.164,0.487,21199
"1094","21201",0.048,0.123,0.039,0.204,0.586,21201
"1095","21203",0.215,0.079,0.075,0.157,0.474,21203
"1096","21205",0.159,0.097,0.047,0.231,0.467,21205
"1097","21207",0.096,0.138,0.195,0.206,0.365,21207
"1098","21209",0.04,0.044,0.076,0.081,0.759,21209
"1099","21211",0.092,0.107,0.054,0.261,0.487,21211
"1100","21213",0.137,0.066,0.162,0.208,0.426,21213
"1101","21215",0.032,0.058,0.047,0.41,0.453,21215
"1102","21217",0.073,0.073,0.111,0.21,0.533,21217
"1103","21219",0.058,0.147,0.135,0.266,0.394,21219
"1104","21221",0.066,0.053,0.131,0.152,0.597,21221
"1105","21223",0.134,0.172,0.135,0.217,0.342,21223
"1106","21225",0.211,0.079,0.229,0.172,0.309,21225
"1107","21227",0.076,0.067,0.063,0.185,0.609,21227
"1108","21229",0.035,0.066,0.116,0.221,0.562,21229
"1109","21231",0.102,0.151,0.16,0.169,0.417,21231
"1110","21233",0.088,0.084,0.167,0.21,0.451,21233
"1111","21235",0.176,0.062,0.113,0.174,0.476,21235
"1112","21237",0.14,0.095,0.114,0.203,0.448,21237
"1113","21239",0.042,0.017,0.049,0.193,0.698,21239
"1114","22001",0.122,0.111,0.138,0.265,0.362,22001
"1115","22003",0.196,0.07,0.118,0.2,0.416,22003
"1116","22005",0.049,0.092,0.142,0.148,0.569,22005
"1117","22007",0.079,0.034,0.213,0.206,0.468,22007
"1118","22009",0.13,0.092,0.073,0.246,0.459,22009
"1119","22011",0.086,0.069,0.169,0.191,0.486,22011
"1120","22013",0.078,0.052,0.17,0.291,0.409,22013
"1121","22015",0.068,0.096,0.144,0.225,0.468,22015
"1122","22017",0.058,0.079,0.158,0.209,0.497,22017
"1123","22019",0.102,0.139,0.077,0.212,0.471,22019
"1124","22021",0.102,0.061,0.098,0.241,0.498,22021
"1125","22023",0.089,0.127,0.079,0.201,0.505,22023
"1126","22025",0.11,0.056,0.086,0.147,0.6,22025
"1127","22027",0.146,0.068,0.04,0.273,0.473,22027
"1128","22029",0.11,0.104,0.112,0.095,0.579,22029
"1129","22031",0.035,0.075,0.132,0.162,0.596,22031
"1130","22033",0.052,0.031,0.09,0.183,0.642,22033
"1131","22035",0.022,0.046,0.121,0.137,0.674,22035
"1132","22037",0.067,0.053,0.095,0.366,0.42,22037
"1133","22039",0.215,0.077,0.111,0.211,0.387,22039
"1134","22041",0.123,0.054,0.102,0.156,0.565,22041
"1135","22043",0.086,0.041,0.109,0.229,0.535,22043
"1136","22045",0.112,0.084,0.085,0.253,0.467,22045
"1137","22047",0.061,0.021,0.084,0.19,0.644,22047
"1138","22049",0.116,0.083,0.127,0.29,0.383,22049
"1139","22051",0.044,0.031,0.066,0.174,0.685,22051
"1140","22053",0.249,0.111,0.09,0.196,0.354,22053
"1141","22055",0.062,0.083,0.105,0.217,0.533,22055
"1142","22057",0.078,0.039,0.159,0.151,0.573,22057
"1143","22059",0.082,0.035,0.089,0.223,0.571,22059
"1144","22061",0.102,0.08,0.111,0.29,0.417,22061
"1145","22063",0.06,0.043,0.144,0.29,0.463,22063
"1146","22065",0.034,0.068,0.109,0.172,0.617,22065
"1147","22067",0.039,0.105,0.124,0.166,0.566,22067
"1148","22069",0.096,0.063,0.113,0.167,0.561,22069
"1149","22071",0.019,0.034,0.087,0.206,0.654,22071
"1150","22073",0.076,0.098,0.121,0.229,0.476,22073
"1151","22075",0.065,0.035,0.165,0.222,0.513,22075
"1152","22077",0.044,0.082,0.068,0.198,0.608,22077
"1153","22079",0.106,0.046,0.087,0.236,0.524,22079
"1154","22081",0.068,0.081,0.135,0.189,0.527,22081
"1155","22083",0.066,0.08,0.126,0.194,0.534,22083
"1156","22085",0.098,0.08,0.113,0.145,0.564,22085
"1157","22087",0.035,0.075,0.136,0.23,0.524,22087
"1158","22089",0.093,0.048,0.027,0.165,0.667,22089
"1159","22091",0.064,0.126,0.138,0.237,0.434,22091
"1160","22093",0.034,0.099,0.202,0.061,0.603,22093
"1161","22095",0.096,0.059,0.19,0.079,0.577,22095
"1162","22097",0.064,0.105,0.117,0.199,0.515,22097
"1163","22099",0.069,0.11,0.096,0.178,0.548,22099
"1164","22101",0.066,0.02,0.179,0.28,0.454,22101
"1165","22103",0.031,0.073,0.074,0.211,0.611,22103
"1166","22105",0.066,0.072,0.103,0.193,0.566,22105
"1167","22107",0.081,0.064,0.097,0.134,0.625,22107
"1168","22109",0.068,0.052,0.14,0.221,0.519,22109
"1169","22111",0.071,0.142,0.106,0.244,0.436,22111
"1170","22113",0.076,0.088,0.115,0.271,0.449,22113
"1171","22115",0.092,0.066,0.145,0.244,0.453,22115
"1172","22117",0.103,0.046,0.148,0.242,0.461,22117
"1173","22119",0.134,0.044,0.063,0.265,0.494,22119
"1174","22121",0.044,0.04,0.07,0.197,0.649,22121
"1175","22123",0.022,0.063,0.124,0.114,0.677,22123
"1176","22125",0.072,0.13,0.037,0.265,0.496,22125
"1177","22127",0.086,0.106,0.13,0.236,0.443,22127
"1178","23001",0.083,0.099,0.041,0.199,0.577,23001
"1179","23003",0.143,0.047,0.12,0.243,0.447,23003
"1180","23005",0.05,0.053,0.046,0.182,0.669,23005
"1181","23007",0.006,0.063,0.191,0.161,0.579,23007
"1182","23009",0.034,0.052,0.118,0.202,0.594,23009
"1183","23011",0.016,0.074,0.125,0.245,0.54,23011
"1184","23013",0.007,0.01,0.111,0.248,0.625,23013
"1185","23015",0.031,0.014,0.065,0.204,0.688,23015
"1186","23017",0.069,0.065,0.064,0.213,0.589,23017
"1187","23019",0.038,0.071,0.085,0.189,0.617,23019
"1188","23021",0.062,0.146,0.123,0.189,0.479,23021
"1189","23023",0.061,0.026,0.033,0.216,0.664,23023
"1190","23025",0.035,0.095,0.142,0.17,0.558,23025
"1191","23027",0.023,0.06,0.15,0.182,0.585,23027
"1192","23029",0.026,0.032,0.126,0.204,0.612,23029
"1193","23031",0.076,0.036,0.061,0.173,0.655,23031
"1194","24001",0.007,0.01,0.035,0.213,0.736,24001
"1195","24003",0.018,0.022,0.067,0.154,0.739,24003
"1196","24005",0.013,0.024,0.043,0.142,0.777,24005
"1197","24009",0.049,0.049,0.071,0.11,0.72,24009
"1198","24011",0.009,0.019,0.033,0.168,0.77,24011
"1199","24013",0.014,0.008,0.062,0.17,0.746,24013
"1200","24015",0.009,0.018,0.054,0.182,0.738,24015
"1201","24017",0.035,0.034,0.107,0.157,0.667,24017
"1202","24019",0.02,0.006,0.011,0.119,0.844,24019
"1203","24021",0.028,0.036,0.062,0.113,0.762,24021
"1204","24023",0.077,0.008,0.04,0.305,0.571,24023
"1205","24025",0.008,0.009,0.037,0.168,0.778,24025
"1206","24027",0.024,0.015,0.067,0.17,0.723,24027
"1207","24029",0.005,0.014,0.06,0.207,0.714,24029
"1208","24031",0.025,0.029,0.041,0.128,0.777,24031
"1209","24033",0.087,0.034,0.064,0.094,0.72,24033
"1210","24035",0.002,0.042,0.041,0.309,0.605,24035
"1211","24037",0.04,0.009,0.036,0.152,0.763,24037
"1212","24039",0.004,0.01,0.047,0.128,0.812,24039
"1213","24041",0.012,0.012,0.006,0.127,0.843,24041
"1214","24043",0.031,0.047,0.085,0.194,0.642,24043
"1215","24045",0.006,0.011,0.063,0.116,0.804,24045
"1216","24047",0.003,0.004,0.042,0.11,0.842,24047
"1217","24510",0.024,0.032,0.063,0.148,0.733,24510
"1218","25001",0.019,0.007,0.026,0.109,0.839,25001
"1219","25003",0.03,0.004,0.049,0.082,0.834,25003
"1220","25005",0.016,0.02,0.056,0.161,0.747,25005
"1221","25007",0.006,0.01,0.037,0.16,0.786,25007
"1222","25009",0.023,0.01,0.047,0.131,0.788,25009
"1223","25011",0.043,0.011,0.028,0.156,0.762,25011
"1224","25013",0.013,0.017,0.055,0.13,0.786,25013
"1225","25015",0.011,0.006,0.017,0.109,0.857,25015
"1226","25017",0.023,0.011,0.041,0.127,0.798,25017
"1227","25019",0.015,0.003,0.034,0.156,0.792,25019
"1228","25021",0.02,0.015,0.035,0.125,0.805,25021
"1229","25023",0.014,0.017,0.045,0.112,0.812,25023
"1230","25025",0.02,0.007,0.049,0.136,0.788,25025
"1231","25027",0.02,0.027,0.043,0.142,0.768,25027
"1232","26001",0.065,0.046,0.133,0.18,0.576,26001
"1233","26003",0.025,0.034,0.118,0.229,0.595,26003
"1234","26005",0.05,0.035,0.133,0.283,0.5,26005
"1235","26007",0.025,0.04,0.144,0.18,0.612,26007
"1236","26009",0.027,0.042,0.088,0.218,0.625,26009
"1237","26011",0.052,0.136,0.076,0.252,0.484,26011
"1238","26013",0.012,0.063,0.109,0.257,0.558,26013
"1239","26015",0.043,0.121,0.121,0.211,0.504,26015
"1240","26017",0.014,0.055,0.103,0.202,0.627,26017
"1241","26019",0.01,0.049,0.062,0.164,0.715,26019
"1242","26021",0.039,0.037,0.122,0.247,0.555,26021
"1243","26023",0.072,0.091,0.205,0.234,0.399,26023
"1244","26025",0.063,0.121,0.078,0.178,0.559,26025
"1245","26027",0.046,0.076,0.123,0.274,0.48,26027
"1246","26029",0.027,0.057,0.085,0.205,0.626,26029
"1247","26031",0.027,0.052,0.086,0.252,0.584,26031
"1248","26033",0.03,0.022,0.068,0.287,0.593,26033
"1249","26035",0.05,0.026,0.102,0.308,0.514,26035
"1250","26037",0.033,0.056,0.046,0.263,0.603,26037
"1251","26039",0.043,0.05,0.061,0.181,0.666,26039
"1252","26041",0.058,0.023,0.17,0.217,0.532,26041
"1253","26043",0.043,0.065,0.127,0.249,0.516,26043
"1254","26045",0.047,0.039,0.147,0.247,0.52,26045
"1255","26047",0.025,0.062,0.075,0.219,0.618,26047
"1256","26049",0.032,0.043,0.104,0.288,0.533,26049
"1257","26051",0.025,0.024,0.109,0.338,0.503,26051
"1258","26053",0.039,0.064,0.139,0.257,0.501,26053
"1259","26055",0.004,0.041,0.082,0.2,0.672,26055
"1260","26057",0.057,0.074,0.105,0.169,0.596,26057
"1261","26059",0.135,0.075,0.119,0.247,0.424,26059
"1262","26061",0.008,0.078,0.129,0.281,0.505,26061
"1263","26063",0.08,0.072,0.032,0.271,0.544,26063
"1264","26065",0.062,0.03,0.076,0.237,0.595,26065
"1265","26067",0.035,0.203,0.139,0.229,0.394,26067
"1266","26069",0.1,0.084,0.099,0.206,0.511,26069
"1267","26071",0.046,0.068,0.126,0.227,0.533,26071
"1268","26073",0.096,0.057,0.112,0.191,0.544,26073
"1269","26075",0.11,0.08,0.133,0.166,0.511,26075
"1270","26077",0.02,0.059,0.062,0.167,0.693,26077
"1271","26079",0.018,0.037,0.07,0.228,0.646,26079
"1272","26081",0.019,0.061,0.063,0.215,0.641,26081
"1273","26083",0.006,0.071,0.129,0.277,0.518,26083
"1274","26085",0.052,0.122,0.073,0.204,0.548,26085
"1275","26087",0.036,0.105,0.104,0.133,0.622,26087
"1276","26089",0.003,0.038,0.092,0.203,0.663,26089
"1277","26091",0.018,0.027,0.083,0.26,0.612,26091
"1278","26093",0.042,0.021,0.052,0.198,0.687,26093
"1279","26095",0.028,0.03,0.088,0.237,0.617,26095
"1280","26097",0.032,0.04,0.073,0.256,0.599,26097
"1281","26099",0.034,0.043,0.09,0.145,0.688,26099
"1282","26101",0.035,0.05,0.087,0.121,0.707,26101
"1283","26103",0.016,0.045,0.11,0.251,0.578,26103
"1284","26105",0.046,0.054,0.199,0.14,0.561,26105
"1285","26107",0.091,0.104,0.087,0.243,0.475,26107
"1286","26109",0.059,0.073,0.068,0.253,0.547,26109
"1287","26111",0.031,0.03,0.098,0.214,0.626,26111
"1288","26113",0.025,0.036,0.082,0.191,0.666,26113
"1289","26115",0.066,0.035,0.054,0.183,0.663,26115
"1290","26117",0.028,0.137,0.167,0.21,0.458,26117
"1291","26119",0.044,0.071,0.126,0.186,0.574,26119
"1292","26121",0.084,0.045,0.1,0.16,0.611,26121
"1293","26123",0.099,0.121,0.027,0.3,0.454,26123
"1294","26125",0.028,0.027,0.049,0.169,0.727,26125
"1295","26127",0.074,0.033,0.114,0.163,0.616,26127
"1296","26129",0.061,0.117,0.106,0.259,0.458,26129
"1297","26131",0.025,0.086,0.123,0.265,0.501,26131
"1298","26133",0.07,0.073,0.089,0.238,0.531,26133
"1299","26135",0.057,0.073,0.096,0.181,0.593,26135
"1300","26137",0.06,0.068,0.097,0.172,0.602,26137
"1301","26139",0.042,0.057,0.12,0.251,0.531,26139
"1302","26141",0.02,0.04,0.143,0.223,0.575,26141
"1303","26143",0.012,0.037,0.097,0.217,0.637,26143
"1304","26145",0.031,0.073,0.082,0.197,0.616,26145
"1305","26147",0.051,0.069,0.046,0.194,0.64,26147
"1306","26149",0.048,0.079,0.197,0.189,0.488,26149
"1307","26151",0.078,0.112,0.077,0.21,0.522,26151
"1308","26153",0.041,0.021,0.14,0.187,0.611,26153
"1309","26155",0.116,0.046,0.065,0.297,0.475,26155
"1310","26157",0.091,0.05,0.078,0.246,0.536,26157
"1311","26159",0.025,0.068,0.137,0.183,0.587,26159
"1312","26161",0.019,0.022,0.046,0.18,0.733,26161
"1313","26163",0.046,0.032,0.075,0.156,0.69,26163
"1314","26165",0.036,0.056,0.077,0.171,0.659,26165
"1315","27001",0.187,0.115,0.075,0.247,0.375,27001
"1316","27003",0.054,0.078,0.132,0.245,0.492,27003
"1317","27005",0.052,0.28,0.175,0.24,0.252,27005
"1318","27007",0.094,0.155,0.225,0.185,0.34,27007
"1319","27009",0.084,0.139,0.209,0.147,0.42,27009
"1320","27011",0.256,0.121,0.185,0.146,0.292,27011
"1321","27013",0.065,0.078,0.146,0.276,0.435,27013
"1322","27015",0.101,0.061,0.251,0.265,0.322,27015
"1323","27017",0.058,0.054,0.09,0.329,0.469,27017
"1324","27019",0.024,0.128,0.183,0.296,0.368,27019
"1325","27021",0.105,0.127,0.107,0.235,0.426,27021
"1326","27023",0.108,0.106,0.244,0.224,0.318,27023
"1327","27025",0.064,0.104,0.165,0.253,0.414,27025
"1328","27027",0.092,0.121,0.138,0.23,0.419,27027
"1329","27029",0.065,0.21,0.203,0.172,0.351,27029
"1330","27031",0.184,0.02,0.038,0.257,0.5,27031
"1331","27033",0.216,0.045,0.262,0.215,0.263,27033
"1332","27035",0.147,0.112,0.081,0.249,0.411,27035
"1333","27037",0.072,0.076,0.129,0.236,0.488,27037
"1334","27039",0.035,0.096,0.071,0.325,0.473,27039
"1335","27041",0.099,0.178,0.148,0.225,0.35,27041
"1336","27043",0.078,0.158,0.163,0.261,0.34,27043
"1337","27045",0.026,0.102,0.099,0.29,0.483,27045
"1338","27047",0.135,0.085,0.206,0.283,0.291,27047
"1339","27049",0.03,0.039,0.138,0.28,0.513,27049
"1340","27051",0.11,0.137,0.193,0.165,0.396,27051
"1341","27053",0.021,0.044,0.096,0.243,0.596,27053
"1342","27055",0.072,0.08,0.086,0.283,0.478,27055
"1343","27057",0.078,0.15,0.164,0.227,0.38,27057
"1344","27059",0.104,0.099,0.215,0.14,0.442,27059
"1345","27061",0.162,0.142,0.151,0.209,0.336,27061
"1346","27063",0.325,0.024,0.14,0.171,0.34,27063
"1347","27065",0.223,0.148,0.137,0.146,0.346,27065
"1348","27067",0.109,0.107,0.182,0.29,0.312,27067
"1349","27069",0.068,0.168,0.221,0.251,0.292,27069
"1350","27071",0.159,0.183,0.087,0.255,0.316,27071
"1351","27073",0.184,0.096,0.248,0.179,0.293,27073
"1352","27075",0.087,0.033,0.075,0.341,0.464,27075
"1353","27077",0.091,0.171,0.176,0.249,0.313,27077
"1354","27079",0.055,0.168,0.147,0.254,0.377,27079
"1355","27081",0.11,0.078,0.203,0.292,0.317,27081
"1356","27083",0.134,0.075,0.242,0.21,0.339,27083
"1357","27085",0.061,0.176,0.193,0.383,0.186,27085
"1358","27087",0.07,0.279,0.083,0.185,0.382,27087
"1359","27089",0.078,0.152,0.221,0.234,0.315,27089
"1360","27091",0.18,0.115,0.134,0.205,0.366,27091
"1361","27093",0.072,0.144,0.094,0.323,0.367,27093
"1362","27095",0.224,0.122,0.159,0.146,0.349,27095
"1363","27097",0.14,0.126,0.121,0.24,0.373,27097
"1364","27099",0.071,0.107,0.113,0.262,0.448,27099
"1365","27101",0.131,0.071,0.224,0.27,0.303,27101
"1366","27103",0.063,0.085,0.164,0.296,0.392,27103
"1367","27105",0.244,0.078,0.18,0.215,0.284,27105
"1368","27107",0.122,0.154,0.109,0.186,0.428,27107
"1369","27109",0.023,0.101,0.057,0.333,0.485,27109
"1370","27111",0.078,0.182,0.278,0.17,0.291,27111
"1371","27113",0.081,0.197,0.211,0.205,0.306,27113
"1372","27115",0.178,0.143,0.074,0.242,0.364,27115
"1373","27117",0.088,0.182,0.132,0.281,0.317,27117
"1374","27119",0.104,0.208,0.197,0.196,0.295,27119
"1375","27121",0.139,0.147,0.103,0.216,0.395,27121
"1376","27123",0.044,0.046,0.086,0.259,0.564,27123
"1377","27125",0.095,0.241,0.194,0.184,0.286,27125
"1378","27127",0.081,0.123,0.248,0.255,0.293,27127
"1379","27129",0.05,0.136,0.193,0.374,0.247,27129
"1380","27131",0.089,0.038,0.117,0.301,0.454,27131
"1381","27133",0.095,0.22,0.11,0.247,0.328,27133
"1382","27135",0.077,0.151,0.211,0.234,0.327,27135
"1383","27137",0.095,0.052,0.098,0.297,0.457,27137
"1384","27139",0.021,0.057,0.12,0.319,0.482,27139
"1385","27141",0.064,0.175,0.175,0.239,0.346,27141
"1386","27143",0.04,0.175,0.172,0.38,0.233,27143
"1387","27145",0.082,0.142,0.187,0.174,0.415,27145
"1388","27147",0.074,0.062,0.144,0.354,0.365,27147
"1389","27149",0.169,0.126,0.117,0.192,0.397,27149
"1390","27151",0.17,0.113,0.152,0.212,0.353,27151
"1391","27153",0.097,0.198,0.146,0.196,0.363,27153
"1392","27155",0.196,0.139,0.16,0.11,0.395,27155
"1393","27157",0.041,0.085,0.129,0.318,0.427,27157
"1394","27159",0.061,0.211,0.157,0.203,0.367,27159
"1395","27161",0.074,0.048,0.117,0.332,0.429,27161
"1396","27163",0.044,0.088,0.103,0.262,0.503,27163
"1397","27165",0.149,0.053,0.225,0.221,0.352,27165
"1398","27167",0.166,0.148,0.239,0.096,0.352,27167
"1399","27169",0.029,0.151,0.057,0.328,0.435,27169
"1400","27171",0.083,0.109,0.162,0.259,0.387,27171
"1401","27173",0.122,0.096,0.254,0.202,0.326,27173
"1402","28001",0.113,0.112,0.131,0.084,0.56,28001
"1403","28003",0.069,0.131,0.15,0.222,0.428,28003
"1404","28005",0.11,0.092,0.122,0.204,0.473,28005
"1405","28007",0.065,0.104,0.092,0.139,0.601,28007
"1406","28009",0.018,0.014,0.246,0.233,0.489,28009
"1407","28011",0.123,0.046,0.127,0.249,0.456,28011
"1408","28013",0.074,0.161,0.092,0.179,0.494,28013
"1409","28015",0.08,0.144,0.119,0.12,0.537,28015
"1410","28017",0.07,0.134,0.088,0.182,0.525,28017
"1411","28019",0.035,0.094,0.064,0.219,0.588,28019
"1412","28021",0.038,0.061,0.088,0.214,0.598,28021
"1413","28023",0.044,0.021,0.133,0.205,0.597,28023
"1414","28025",0.029,0.082,0.098,0.214,0.577,28025
"1415","28027",0.038,0.056,0.118,0.33,0.459,28027
"1416","28029",0.073,0.084,0.134,0.157,0.552,28029
"1417","28031",0.11,0.105,0.085,0.193,0.506,28031
"1418","28033",0.055,0.078,0.088,0.236,0.543,28033
"1419","28035",0.072,0.042,0.091,0.267,0.527,28035
"1420","28037",0.087,0.112,0.154,0.138,0.509,28037
"1421","28039",0.037,0.102,0.088,0.346,0.428,28039
